time(s),segment,left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
2.4000,4,10.637283,10.637283,-0.161945,0.000464,-0.222679,-12.759,-0.097564,0.098990,0.000000,-0.487748,-27.946,-0.198236,0.206635,-0.001960,-0.253586,-14.529,-0.109316,0.105341,-0.000000,-0.000014,-0.001,-0.000009,-0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000307
2.4100,4,10.637709,10.637708,-0.163116,0.000454,-0.223645,-12.814,-0.096574,0.097811,0.000000,-0.489710,-28.058,-0.196170,0.202225,-0.002048,-0.254669,-14.591,-0.108263,0.104439,0.000000,-0.000015,-0.001,-0.000009,-0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000304
2.4200,4,10.638144,10.638144,-0.164281,0.000442,-0.224601,-12.869,-0.095596,0.096396,0.000000,-0.491651,-28.170,-0.194148,0.198026,-0.002144,-0.255741,-14.653,-0.107218,0.103475,0.000000,-0.000015,-0.001,-0.000009,-0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000008,0.000310
2.4300,4,10.638591,10.638591,-0.165444,0.000428,-0.225547,-12.923,-0.094632,0.094601,-0.000000,-0.493573,-28.280,-0.192167,0.194133,-0.002255,-0.256803,-14.714,-0.106183,0.102411,0.000001,-0.000015,-0.001,-0.000009,-0.000003,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000323
2.4400,4,10.639048,10.639048,-0.166608,0.000412,-0.226484,-12.977,-0.093686,0.092185,0.000000,-0.495475,-28.389,-0.190226,0.190702,-0.002385,-0.257855,-14.774,-0.105159,0.101182,0.000001,-0.000015,-0.001,-0.000009,-0.000004,-0.000000,-0.000001,-0.000,0.000002,0.000006,0.000345
2.4500,4,10.639516,10.639516,-0.167781,0.000393,-0.227412,-13.030,-0.092764,0.088752,-0.000000,-0.497359,-28.497,-0.188319,0.187993,-0.002538,-0.258896,-14.834,-0.104148,0.099684,0.000002,-0.000015,-0.001,-0.000009,-0.000004,-0.000000,-0.000001,-0.000,0.000002,0.000003,0.000376
2.4600,4,10.639994,10.639994,-0.168971,0.000371,-0.228330,-13.082,-0.091877,0.083657,0.000000,-0.499223,-28.603,-0.186439,0.186434,-0.002720,-0.259928,-14.893,-0.103151,0.097738,0.000002,-0.000015,-0.001,-0.000009,-0.000004,-0.000000,-0.000001,-0.000,0.000003,-0.000002,0.000415
2.4700,4,10.640484,10.640484,-0.170197,0.000345,-0.229241,-13.135,-0.091040,0.076095,-0.000000,-0.501069,-28.709,-0.184575,0.186977,-0.002932,-0.260949,-14.951,-0.102173,0.094731,0.000002,-0.000015,-0.001,-0.000009,0.000036,-0.000000,-0.000001,-0.000,0.000003,-0.000009,0.000463
2.4800,4,10.640983,10.640983,-0.171486,0.000315,-0.230144,-13.186,-0.090279,0.097612,-0.000000,-0.502896,-28.814,-0.182705,0.233511,-0.003123,-0.261962,-15.009,-0.101226,0.071048,0.000003,-0.000015,-0.001,-0.000009,0.001450,-0.000000,-0.000000,-0.000,0.000002,0.000331,0.000542
2.4900,4,10.641503,10.641503,-0.172842,0.000282,-0.231037,-13.237,-0.089303,8.690764,0.000000,-0.504699,-28.917,-0.180370,17.193234,-0.008925,-0.262967,-15.067,-0.100516,9.665331,0.000064,-0.000015,-0.001,0.000006,-0.000925,-0.000000,-0.000000,-0.000,0.000006,-0.000466,0.124483
2.5000,5,10.694655,10.694655,-0.168204,-0.000154,-0.231061,-13.239,-0.002395,-15.217929,0.000000,-0.504784,-28.922,-0.008438,-31.096148,0.015473,-0.263005,-15.069,-0.003862,-15.470045,-0.000121,-0.000015,-0.001,-0.000004,0.001666,-0.000000,-0.000000,-0.000,0.000001,-0.001192,-0.155162
2.5100,5,10.629003,10.629004,-0.173759,0.000645,-0.232606,-13.327,-0.154575,0.578806,-0.000000,-0.507978,-29.105,-0.319399,0.039785,0.005303,-0.264591,-15.160,-0.158563,0.294211,-0.000003,-0.000015,-0.001,0.000013,-0.002486,-0.000000,-0.000001,-0.000,-0.000011,-0.000073,-0.000573
2.5200,5,10.629002,10.629002,-0.170600,0.000669,-0.234094,-13.413,-0.148787,0.433979,-0.000000,-0.511168,-29.288,-0.319001,0.254958,0.005822,-0.266147,-15.249,-0.155621,0.191928,-0.000004,-0.000015,-0.001,-0.000012,-0.000017,-0.000000,-0.000001,-0.000,-0.000012,0.000398,-0.000452
2.5300,5,10.629023,10.629024,-0.169471,0.000699,-0.235539,-13.495,-0.144447,0.304963,-0.000000,-0.514332,-29.469,-0.316452,0.331410,0.005844,-0.267684,-15.337,-0.153701,0.157888,-0.000005,-0.000015,-0.001,-0.000012,0.000035,-0.000000,-0.000001,-0.000,-0.000008,0.000249,-0.000356
2.5400,5,10.629055,10.629055,-0.169618,0.000731,-0.236953,-13.576,-0.141397,0.226387,-0.000000,-0.517464,-29.648,-0.313138,0.373835,0.005649,-0.269205,-15.424,-0.152122,0.138229,-0.000005,-0.000015,-0.001,-0.000012,0.000023,-0.000000,-0.000001,-0.000,-0.000005,0.000156,-0.000257
2.5500,5,10.629098,10.629098,-0.170525,0.000759,-0.238344,-13.656,-0.139133,0.178963,0.000000,-0.520558,-29.826,-0.309399,0.395850,0.005359,-0.270713,-15.511,-0.150740,0.126887,-0.000005,-0.000016,-0.001,-0.000011,0.000015,-0.000000,-0.000001,-0.000,-0.000004,0.000099,-0.000156
2.5600,5,10.629151,10.629151,-0.171881,0.000784,-0.239717,-13.735,-0.137344,0.150554,0.000000,-0.523612,-30.001,-0.305441,0.405485,0.005040,-0.272208,-15.596,-0.149471,0.120560,-0.000005,-0.000016,-0.001,-0.000011,0.000011,-0.000000,-0.000001,-0.000,-0.000003,0.000064,-0.000053
2.5700,5,10.629215,10.629215,-0.173493,0.000805,-0.241076,-13.813,-0.135838,0.133719,0.000000,-0.526626,-30.173,-0.301386,0.407653,0.004725,-0.273690,-15.681,-0.148266,0.117233,-0.000004,-0.000016,-0.001,-0.000011,0.000008,-0.000000,-0.000001,-0.000,-0.000002,0.000043,0.000051
2.5800,5,10.629289,10.629289,-0.175245,0.000821,-0.242421,-13.890,-0.134501,0.123903,0.000000,-0.529599,-30.344,-0.297309,0.405358,0.004433,-0.275161,-15.766,-0.147093,0.115675,-0.000003,-0.000016,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,-0.000001,0.000030,0.000157
2.5900,5,10.629374,10.629374,-0.177067,0.000833,-0.243753,-13.966,-0.133262,0.118321,0.000000,-0.532532,-30.512,-0.293256,0.400439,0.004168,-0.276621,-15.849,-0.145937,0.115136,-0.000003,-0.000016,-0.001,-0.000011,0.000006,-0.000000,-0.000001,-0.000,-0.000001,0.000022,0.000262
2.6000,5,10.629470,10.629470,-0.178918,0.000840,-0.245074,-14.042,-0.132079,0.115268,0.000000,-0.535424,-30.678,-0.289251,0.394016,0.003931,-0.278068,-15.932,-0.144785,0.115160,-0.000002,-0.000016,-0.001,-0.000011,0.000006,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000367
2.6100,5,10.629576,10.629576,-0.180772,0.000845,-0.246383,-14.117,-0.130926,0.113705,-0.000000,-0.538277,-30.841,-0.285311,0.386771,0.003720,-0.279505,-16.014,-0.143634,0.115472,-0.000002,-0.000016,-0.001,-0.000011,0.000006,-0.000000,-0.000001,-0.000,-0.000001,0.000014,0.000471
2.6200,5,10.629693,10.629693,-0.182614,0.000846,-0.247681,-14.191,-0.129789,0.113000,-0.000000,-0.541092,-31.002,-0.281444,0.379117,0.003529,-0.280930,-16.096,-0.142479,0.115907,-0.000002,-0.000016,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,-0.000001,0.000013,0.000572
2.6300,5,10.629821,10.629821,-0.184437,0.000845,-0.248968,-14.265,-0.128659,0.112768,-0.000000,-0.543868,-31.161,-0.277652,0.371304,0.003356,-0.282343,-16.177,-0.141320,0.116367,-0.000001,-0.000016,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,-0.000001,0.000012,0.000670
2.6400,5,10.629959,10.629959,-0.186236,0.000841,-0.250243,-14.338,-0.127531,0.112779,0.000000,-0.546608,-31.318,-0.273939,0.363478,0.003194,-0.283744,-16.257,-0.140156,0.116795,-0.000001,-0.000017,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,-0.000000,0.000011,0.000765
2.6500,5,10.630108,10.630108,-0.188010,0.000835,-0.251507,-14.410,-0.126404,0.112892,0.000000,-0.549311,-31.473,-0.270305,0.355728,0.003039,-0.285134,-16.337,-0.138988,0.117160,-0.000001,-0.000017,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,-0.000000,0.000011,0.000854
2.6600,5,10.630267,10.630267,-0.189758,0.000828,-0.252760,-14.482,-0.125275,0.113028,-0.000000,-0.551978,-31.626,-0.266747,0.348101,0.002888,-0.286512,-16.416,-0.137817,0.117446,-0.000000,-0.000017,-0.001,-0.000011,0.000008,-0.000000,-0.000001,-0.000,-0.000000,0.000011,0.000939
2.6700,5,10.630437,10.630437,-0.191479,0.000819,-0.254001,-14.553,-0.124144,0.113138,-0.000000,-0.554611,-31.777,-0.263266,0.340625,0.002738,-0.287879,-16.494,-0.136642,0.117645,-0.000000,-0.000017,-0.001,-0.000010,0.000008,-0.000000,-0.000001,-0.000,-0.000000,0.000010,0.001017
2.6800,5,10.630618,10.630618,-0.193175,0.000809,-0.255232,-14.624,-0.123013,0.113196,-0.000000,-0.557209,-31.926,-0.259860,0.333312,0.002585,-0.289233,-16.572,-0.135466,0.117756,-0.000000,-0.000017,-0.001,-0.000010,0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000010,0.001088
2.6900,5,10.630809,10.630809,-0.194847,0.000798,-0.256450,-14.694,-0.121881,0.113189,0.000000,-0.559775,-32.073,-0.256527,0.326167,0.002428,-0.290576,-16.649,-0.134288,0.117780,-0.000000,-0.000017,-0.001,-0.000010,0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000010,0.001153
2.7000,5,10.631011,10.631011,-0.196495,0.000786,-0.257658,-14.763,-0.120749,0.113111,-0.000000,-0.562307,-32.218,-0.253265,0.319190,0.002264,-0.291907,-16.725,-0.133110,0.117721,0.000000,-0.000017,-0.001,-0.000010,0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000010,0.001210
2.7100,5,10.631224,10.631224,-0.198122,0.000774,-0.258854,-14.831,-0.119618,0.112961,0.000000,-0.564808,-32.361,-0.250073,0.312377,0.002093,-0.293227,-16.801,-0.131933,0.117582,0.000000,-0.000017,-0.001,-0.000010,0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000010,0.001259
2.7200,5,10.631447,10.631447,-0.199727,0.000762,-0.260039,-14.899,-0.118489,0.112740,0.000000,-0.567277,-32.503,-0.246950,0.305722,0.001913,-0.294534,-16.876,-0.130757,0.117370,0.000000,-0.000017,-0.001,-0.000010,0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000010,0.001299
2.7300,5,10.631681,10.631681,-0.201312,0.000749,-0.261213,-14.966,-0.117361,0.112453,0.000000,-0.569716,-32.642,-0.243892,0.299221,0.001724,-0.295830,-16.950,-0.129584,0.117088,0.000000,-0.000017,-0.001,-0.000010,0.000007,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001331
2.7400,5,10.631925,10.631925,-0.202878,0.000736,-0.262375,-15.033,-0.116237,0.112102,-0.000000,-0.572125,-32.780,-0.240900,0.292867,0.001526,-0.297114,-17.023,-0.128413,0.116741,0.000000,-0.000018,-0.001,-0.000010,0.000007,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001355
2.7500,5,10.632181,10.632180,-0.204426,0.000724,-0.263526,-15.099,-0.115116,0.111691,-0.000000,-0.574505,-32.917,-0.237971,0.286653,0.001318,-0.298387,-17.096,-0.127245,0.116336,0.000000,-0.000018,-0.001,-0.000010,0.000007,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001370
2.7600,5,10.632446,10.632446,-0.205958,0.000711,-0.264666,-15.164,-0.113999,0.111226,0.000000,-0.576856,-33.051,-0.235105,0.280574,0.001101,-0.299648,-17.169,-0.126082,0.115876,0.000000,-0.000018,-0.001,-0.000010,0.000006,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001377
2.7700,5,10.632723,10.632722,-0.207472,0.000698,-0.265795,-15.229,-0.112886,0.110711,-0.000000,-0.579179,-33.185,-0.232299,0.274623,0.000875,-0.300897,-17.240,-0.124923,0.115366,0.000000,-0.000018,-0.001,-0.000010,0.000006,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001376
2.7800,5,10.633010,10.633010,-0.208972,0.000685,-0.266913,-15.293,-0.111779,0.110150,0.000000,-0.581475,-33.316,-0.229553,0.268794,0.000641,-0.302134,-17.311,-0.123770,0.114812,0.000000,-0.000018,-0.001,-0.000010,0.000006,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001367
2.7900,5,10.633307,10.633307,-0.210457,0.000673,-0.268019,-15.356,-0.110678,0.109547,0.000000,-0.583743,-33.446,-0.226865,0.263081,0.000399,-0.303361,-17.381,-0.122621,0.114216,0.000000,-0.000018,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001350
2.8000,5,10.633616,10.633615,-0.211928,0.000660,-0.269115,-15.419,-0.109582,0.108907,0.000000,-0.585986,-33.575,-0.224234,0.257478,0.000149,-0.304575,-17.451,-0.121479,0.113583,0.000000,-0.000018,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001326
2.8100,5,10.633935,10.633934,-0.213385,0.000648,-0.270200,-15.481,-0.108493,0.108232,-0.000000,-0.588202,-33.702,-0.221659,0.251980,-0.000109,-0.305779,-17.520,-0.120343,0.112918,0.000000,-0.000018,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001296
2.8200,5,10.634264,10.634264,-0.214830,0.000636,-0.271274,-15.543,-0.107411,0.107526,0.000000,-0.590394,-33.827,-0.219140,0.246583,-0.000373,-0.306971,-17.588,-0.119214,0.112223,0.000000,-0.000018,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000011,0.001260
2.8300,5,10.634604,10.634604,-0.216263,0.000623,-0.272338,-15.604,-0.106336,0.106792,-0.000000,-0.592560,-33.951,-0.216674,0.241282,-0.000644,-0.308152,-17.656,-0.118092,0.111503,0.000000,-0.000018,-0.001,-0.000009,0.000003,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.001218
2.8400,5,10.634955,10.634955,-0.217684,0.000611,-0.273390,-15.664,-0.105268,0.106030,-0.000000,-0.594703,-34.074,-0.214261,0.236073,-0.000922,-0.309322,-17.723,-0.116977,0.110760,0.000000,-0.000019,-0.001,-0.000009,0.000003,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.001173
2.8500,5,10.635317,10.635316,-0.219094,0.000598,-0.274432,-15.724,-0.104207,0.105242,0.000000,-0.596822,-34.195,-0.211900,0.230954,-0.001208,-0.310480,-17.789,-0.115869,0.109996,0.000000,-0.000019,-0.001,-0.000009,0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.001123
2.8600,5,10.635689,10.635688,-0.220493,0.000584,-0.275464,-15.783,-0.103155,0.104424,0.000000,-0.598918,-34.315,-0.209591,0.225923,-0.001503,-0.311628,-17.855,-0.114769,0.109214,0.000000,-0.000019,-0.001,-0.000009,0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.001071
2.8700,5,10.636071,10.636071,-0.221883,0.000571,-0.276485,-15.841,-0.102111,0.103570,-0.000000,-0.600991,-34.434,-0.207331,0.220983,-0.001807,-0.312765,-17.920,-0.113677,0.108414,0.000000,-0.000019,-0.001,-0.000009,0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.001017
2.8800,5,10.636465,10.636465,-0.223263,0.000556,-0.277496,-15.899,-0.101075,0.102669,0.000000,-0.603042,-34.552,-0.205122,0.216139,-0.002124,-0.313891,-17.985,-0.112593,0.107594,0.000001,-0.000019,-0.001,-0.000009,0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.000962
2.8900,5,10.636869,10.636869,-0.224634,0.000540,-0.278496,-15.957,-0.100048,0.101696,0.000000,-0.605072,-34.668,-0.202960,0.211404,-0.002455,-0.315006,-18.049,-0.111517,0.106752,0.000001,-0.000019,-0.001,-0.000009,0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.000907
2.9000,5,10.637283,10.637283,-0.225998,0.000522,-0.279487,-16.013,-0.099031,0.100614,-0.000000,-0.607081,-34.783,-0.200846,0.206802,-0.002805,-0.316110,-18.112,-0.110450,0.105877,0.000001,-0.000019,-0.001,-0.000009,-0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000011,0.000852
2.9100,5,10.637709,10.637708,-0.227355,0.000503,-0.280467,-16.070,-0.098025,0.099356,-0.000000,-0.609068,-34.897,-0.198778,0.202375,-0.003177,-0.317204,-18.174,-0.109391,0.104955,0.000001,-0.000019,-0.001,-0.000009,-0.000001,-0.000000,-0.000001,-0.000,0.000003,0.000011,0.000799
2.9200,5,10.638145,10.638144,-0.228707,0.000481,-0.281437,-16.125,-0.097032,0.097809,-0.000000,-0.611036,-35.010,-0.196754,0.198196,-0.003577,-0.318288,-18.237,-0.108341,0.103956,0.000002,-0.000019,-0.001,-0.000009,-0.000002,-0.000000,-0.000001,-0.000,0.000003,0.000010,0.000749
2.9300,5,10.638591,10.638591,-0.230058,0.000457,-0.282398,-16.180,-0.096054,0.095790,0.000000,-0.612984,-35.121,-0.194772,0.194387,-0.004010,-0.319361,-18.298,-0.107302,0.102831,0.000002,-0.000019,-0.001,-0.000009,-0.000002,-0.000000,-0.000001,-0.000,0.000003,0.000009,0.000702
2.9400,5,10.639048,10.639048,-0.231412,0.000429,-0.283349,-16.235,-0.095096,0.092993,-0.000000,-0.614912,-35.232,-0.192829,0.191149,-0.004482,-0.320424,-18.359,-0.106273,0.101498,0.000003,-0.000019,-0.001,-0.000009,-0.000003,-0.000000,-0.000001,-0.000,0.000003,0.000007,0.000660
2.9500,5,10.639516,10.639516,-0.232778,0.000398,-0.284290,-16.289,-0.094166,0.088911,-0.000000,-0.616821,-35.341,-0.190917,0.188820,-0.005002,-0.321476,-18.419,-0.105259,0.099818,0.000003,-0.000020,-0.001,-0.000009,-0.000004,-0.000000,-0.000001,-0.000,0.000003,0.000004,0.000622
2.9600,5,10.639995,10.639994,-0.234168,0.000362,-0.285223,-16.342,-0.093277,0.082716,0.000000,-0.618711,-35.450,-0.189029,0.187962,-0.005576,-0.322519,-18.479,-0.104260,0.097558,0.000004,-0.000020,-0.001,-0.000009,-0.000004,-0.000000,-0.000000,-0.000,0.000003,-0.000002,0.000590
2.9700,5,10.640484,10.640483,-0.235604,0.000320,-0.286148,-16.395,-0.092450,0.073519,-0.000000,-0.620583,-35.557,-0.187149,0.190016,-0.006208,-0.323552,-18.538,-0.103285,0.093855,0.000005,-0.000020,-0.001,-0.000009,0.000052,-0.000000,-0.000000,-0.000,0.000003,-0.000010,0.000564
2.9800,5,10.640983,10.640983,-0.237120,0.000273,-0.287065,-16.448,-0.091714,0.112223,0.000000,-0.622435,-35.663,-0.185249,0.267186,-0.006859,-0.324575,-18.597,-0.102346,0.065976,0.000006,-0.000020,-0.001,-0.000009,0.001869,-0.000000,-0.000000,-0.000,0.000003,0.000395,0.000568
2.9900,5,10.641504,10.641503,-0.238708,0.000218,-0.287971,-16.500,-0.090592,8.775697,0.000000,-0.624261,-35.768,-0.182577,17.206845,-0.015980,-0.325592,-18.655,-0.101686,9.699114,0.000069,-0.000020,-0.001,0.000010,-0.001434,-0.000000,-0.000000,-0.000,0.000007,-0.000524,0.124479
3.0000,6,10.694655,10.694655,-0.233783,-0.000263,-0.287999,-16.501,-0.002835,-15.264034,0.000000,-0.624366,-35.774,-0.010509,-30.930625,0.024286,-0.325639,-18.658,-0.004695,-15.452359,-0.000133,-0.000020,-0.001,-0.000005,0.002360,-0.000000,-0.000000,-0.000,0.000002,-0.001177,-0.155316
3.0100,6,10.629003,10.629004,-0.240370,0.000623,-0.289554,-16.590,-0.155475,0.553047,-0.000000,-0.627564,-35.957,-0.319815,-0.023999,0.008086,-0.327231,-18.749,-0.159219,0.305193,-0.000011,-0.000020,-0.001,0.000019,-0.003253,-0.000000,-0.000000,-0.000,-0.000010,-0.000178,-0.000737
3.0200,6,10.629002,10.629002,-0.237385,0.000693,-0.291053,-16.676,-0.149945,0.438702,0.000000,-0.630765,-36.140,-0.320055,0.248678,0.007762,-0.328793,-18.838,-0.156167,0.195081,-0.000010,-0.000020,-0.001,-0.000014,-0.000053,-0.000000,-0.000001,-0.000,-0.000012,0.000404,-0.000701
3.0300,6,10.629023,10.629023,-0.236425,0.000761,-0.292509,-16.760,-0.145558,0.307219,0.000000,-0.633941,-36.322,-0.317568,0.328663,0.007124,-0.330335,-18.927,-0.154216,0.159391,-0.000010,-0.000020,-0.001,-0.000014,0.000031,-0.000000,-0.000001,-0.000,-0.000008,0.000252,-0.000681
3.0400,6,10.629055,10.629055,-0.236753,0.000825,-0.293934,-16.841,-0.142486,0.227434,0.000000,-0.637083,-36.502,-0.314282,0.372555,0.006402,-0.331861,-19.014,-0.152622,0.139036,-0.000010,-0.000020,-0.001,-0.000014,0.000022,-0.000000,-0.000001,-0.000,-0.000005,0.000157,-0.000651
3.0500,6,10.629098,10.629098,-0.237845,0.000881,-0.295336,-16.921,-0.140211,0.179609,0.000000,-0.640189,-36.680,-0.310556,0.395234,0.005690,-0.333373,-19.101,-0.151232,0.127351,-0.000009,-0.000020,-0.001,-0.000014,0.000016,-0.000000,-0.000001,-0.000,-0.000004,0.000100,-0.000612
3.0600,6,10.629151,10.629151,-0.239383,0.000930,-0.296720,-17.001,-0.138415,0.151156,0.000000,-0.643255,-36.856,-0.306604,0.405134,0.005035,-0.334873,-19.187,-0.149958,0.120859,-0.000008,-0.000020,-0.001,-0.000013,0.000013,-0.000000,-0.000001,-0.000,-0.000003,0.000065,-0.000564
3.0700,6,10.629215,10.629215,-0.241175,0.000971,-0.298089,-17.079,-0.136904,0.134413,-0.000000,-0.646280,-37.029,-0.302552,0.407377,0.004457,-0.336361,-19.272,-0.148750,0.117453,-0.000007,-0.000020,-0.001,-0.000013,0.000011,-0.000000,-0.000001,-0.000,-0.000002,0.000044,-0.000509
3.0800,6,10.629289,10.629289,-0.243103,0.001005,-0.299445,-17.157,-0.135560,0.124722,0.000000,-0.649265,-37.200,-0.298479,0.405076,0.003962,-0.337836,-19.357,-0.147575,0.115856,-0.000006,-0.000021,-0.001,-0.000013,0.000010,-0.000000,-0.000001,-0.000,-0.000002,0.000031,-0.000445
3.0900,6,10.629374,10.629374,-0.245099,0.001032,-0.300788,-17.234,-0.134312,0.119253,0.000000,-0.652210,-37.369,-0.294428,0.400121,0.003548,-0.339300,-19.440,-0.146417,0.115294,-0.000005,-0.000021,-0.001,-0.000013,0.000010,-0.000000,-0.000001,-0.000,-0.000002,0.000023,-0.000374
3.1000,6,10.629470,10.629470,-0.247121,0.001053,-0.302119,-17.310,-0.133120,0.116287,-0.000000,-0.655114,-37.535,-0.290427,0.393655,0.003209,-0.340753,-19.524,-0.145264,0.115301,-0.000004,-0.000021,-0.001,-0.000013,0.000010,-0.000000,-0.000001,-0.000,-0.000001,0.000019,-0.000297
3.1100,6,10.629576,10.629576,-0.249144,0.001069,-0.303439,-17.386,-0.131957,0.114785,0.000000,-0.657979,-37.699,-0.286490,0.386371,0.002935,-0.342194,-19.606,-0.144111,0.115596,-0.000004,-0.000021,-0.001,-0.000013,0.000011,-0.000000,-0.000001,-0.000,-0.000001,0.000016,-0.000214
3.1200,6,10.629693,10.629693,-0.251156,0.001080,-0.304747,-17.461,-0.130809,0.114117,0.000000,-0.660805,-37.861,-0.282626,0.378684,0.002719,-0.343624,-19.688,-0.142955,0.116013,-0.000003,-0.000021,-0.001,-0.000013,0.000011,-0.000000,-0.000001,-0.000,-0.000001,0.000014,-0.000125
3.1300,6,10.629821,10.629821,-0.253147,0.001087,-0.306043,-17.535,-0.129668,0.113905,0.000000,-0.663593,-38.021,-0.278840,0.370844,0.002550,-0.345042,-19.769,-0.141795,0.116454,-0.000002,-0.000021,-0.001,-0.000013,0.000012,-0.000000,-0.000001,-0.000,-0.000001,0.000013,-0.000031
3.1400,6,10.629959,10.629959,-0.255114,0.001090,-0.307329,-17.609,-0.128529,0.113922,0.000000,-0.666345,-38.179,-0.275131,0.362996,0.002420,-0.346448,-19.850,-0.140630,0.116862,-0.000002,-0.000021,-0.001,-0.000013,0.000012,-0.000000,-0.000001,-0.000,-0.000001,0.000013,0.000067
3.1500,6,10.630108,10.630108,-0.257055,0.001090,-0.308602,-17.682,-0.127390,0.114033,0.000000,-0.669060,-38.334,-0.271501,0.355227,0.002321,-0.347843,-19.930,-0.139461,0.117207,-0.000001,-0.000021,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,-0.000001,0.000012,0.000167
3.1600,6,10.630267,10.630267,-0.258970,0.001087,-0.309865,-17.754,-0.126249,0.114159,0.000000,-0.671739,-38.488,-0.267949,0.347583,0.002246,-0.349225,-20.009,-0.138289,0.117473,-0.000001,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,-0.000000,0.000012,0.000271
3.1700,6,10.630437,10.630437,-0.260859,0.001082,-0.311116,-17.826,-0.125108,0.114256,-0.000000,-0.674384,-38.639,-0.264473,0.340092,0.002189,-0.350597,-20.088,-0.137115,0.117653,-0.000001,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,-0.000000,0.000012,0.000375
3.1800,6,10.630618,10.630618,-0.262723,0.001074,-0.312356,-17.897,-0.123965,0.114300,0.000000,-0.676995,-38.789,-0.261072,0.332764,0.002142,-0.351956,-20.166,-0.135938,0.117745,-0.000000,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,-0.000000,0.000012,0.000480
3.1900,6,10.630809,10.630809,-0.264563,0.001065,-0.313584,-17.967,-0.122822,0.114277,-0.000000,-0.679572,-38.937,-0.257745,0.325604,0.002103,-0.353304,-20.243,-0.134761,0.117752,-0.000000,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,-0.000000,0.000012,0.000585
3.2000,6,10.631011,10.631011,-0.266379,0.001054,-0.314801,-18.037,-0.121680,0.114183,-0.000000,-0.682117,-39.082,-0.254488,0.318610,0.002064,-0.354639,-20.319,-0.133583,0.117676,-0.000000,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,0.000000,0.000012,0.000689
3.2100,6,10.631224,10.631224,-0.268174,0.001041,-0.316006,-18.106,-0.120538,0.114017,0.000000,-0.684630,-39.226,-0.251302,0.311779,0.002023,-0.355964,-20.395,-0.132406,0.117522,0.000000,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,0.000000,0.000012,0.000790
