time(s),left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
3.0300,9.485762,9.485762,-0.119543,-0.027930,-0.563739,-32.300,-0.008474,0.018303,-0.000000,-1.177756,-67.480,-0.027072,0.035679,-0.015308,-0.611796,-35.053,-0.021557,0.021188,0.000017,-0.000060,-0.003,0.000046,-0.000186,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006858
3.0400,9.488552,9.488552,-0.120255,-0.027952,-0.563822,-32.305,-0.008291,0.018042,0.000000,-1.178023,-67.496,-0.026715,0.035202,-0.015369,-0.612009,-35.066,-0.021345,0.020920,0.000017,-0.000060,-0.003,0.000044,-0.000183,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006945
3.0500,9.491351,9.491351,-0.120971,-0.027974,-0.563903,-32.309,-0.008110,0.017784,0.000000,-1.178286,-67.511,-0.026363,0.034730,-0.015441,-0.612221,-35.078,-0.021136,0.020655,0.000017,-0.000059,-0.003,0.000043,-0.000181,-0.000000,-0.000007,-0.000,-0.000003,0.000007,0.007029
3.0600,9.494160,9.494160,-0.121690,-0.027997,-0.563983,-32.314,-0.007932,0.017529,-0.000000,-1.178547,-67.526,-0.026016,0.034265,-0.015524,-0.612430,-35.090,-0.020929,0.020393,0.000018,-0.000059,-0.003,0.000041,-0.000179,-0.000000,-0.000007,-0.000,-0.000003,0.000007,0.007109
3.0700,9.496978,9.496978,-0.122412,-0.028021,-0.564060,-32.318,-0.007757,0.017278,-0.000000,-1.178803,-67.540,-0.025673,0.033807,-0.015619,-0.612637,-35.102,-0.020725,0.020135,0.000018,-0.000058,-0.003,0.000039,-0.000177,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007186
3.0800,9.499806,9.499806,-0.123138,-0.028045,-0.564136,-32.323,-0.007584,0.017030,-0.000000,-1.179057,-67.555,-0.025335,0.033354,-0.015724,-0.612842,-35.113,-0.020524,0.019881,0.000018,-0.000058,-0.003,0.000037,-0.000175,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007257
3.0900,9.502643,9.502643,-0.123867,-0.028070,-0.564210,-32.327,-0.007414,0.016786,-0.000000,-1.179307,-67.569,-0.025002,0.032907,-0.015842,-0.613046,-35.125,-0.020325,0.019629,0.000018,-0.000058,-0.003,0.000036,-0.000173,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007323
3.1000,9.505489,9.505490,-0.124600,-0.028095,-0.564283,-32.331,-0.007246,0.016544,-0.000000,-1.179553,-67.583,-0.024673,0.032466,-0.015970,-0.613247,-35.136,-0.020129,0.019381,0.000018,-0.000057,-0.003,0.000034,-0.000171,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007384
3.1100,9.508346,9.508346,-0.125336,-0.028121,-0.564353,-32.335,-0.007081,0.016306,-0.000000,-1.179797,-67.597,-0.024348,0.032031,-0.016109,-0.613446,-35.148,-0.019935,0.019136,0.000018,-0.000057,-0.003,0.000032,-0.000169,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007439
3.1200,9.511211,9.511212,-0.126076,-0.028147,-0.564423,-32.339,-0.006918,0.016071,-0.000000,-1.180037,-67.611,-0.024028,0.031601,-0.016259,-0.613644,-35.159,-0.019744,0.018895,0.000018,-0.000057,-0.003,0.000030,-0.000167,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007487
3.1300,9.514087,9.514087,-0.126820,-0.028173,-0.564490,-32.343,-0.006757,0.015840,-0.000000,-1.180274,-67.625,-0.023712,0.031177,-0.016418,-0.613839,-35.170,-0.019555,0.018656,0.000018,-0.000056,-0.003,0.000029,-0.000165,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007529
3.1400,9.516971,9.516972,-0.127566,-0.028199,-0.564556,-32.347,-0.006599,0.015611,0.000000,-1.180508,-67.638,-0.023400,0.030759,-0.016587,-0.614033,-35.181,-0.019368,0.018420,0.000018,-0.000056,-0.003,0.000027,-0.000163,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007564
3.1500,9.519866,9.519866,-0.128317,-0.028225,-0.564621,-32.350,-0.006442,0.015386,0.000000,-1.180739,-67.651,-0.023092,0.030346,-0.016765,-0.614225,-35.192,-0.019184,0.018188,0.000018,-0.000056,-0.003,0.000025,-0.000161,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007593
3.1600,9.522770,9.522770,-0.129070,-0.028252,-0.564684,-32.354,-0.006289,0.015163,-0.000000,-1.180967,-67.664,-0.022789,0.029939,-0.016951,-0.614415,-35.203,-0.019002,0.017959,0.000018,-0.000056,-0.003,0.000024,-0.000159,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007615
3.1700,9.525683,9.525683,-0.129828,-0.028279,-0.564745,-32.357,-0.006137,0.014944,-0.000000,-1.181192,-67.677,-0.022489,0.029537,-0.017143,-0.614603,-35.214,-0.018822,0.017732,0.000018,-0.000055,-0.003,0.000022,-0.000157,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007630
3.1800,9.528606,9.528606,-0.130588,-0.028306,-0.564805,-32.361,-0.005988,0.014728,0.000000,-1.181414,-67.690,-0.022194,0.029140,-0.017342,-0.614789,-35.225,-0.018645,0.017509,0.000018,-0.000055,-0.003,0.000021,-0.000156,-0.000000,-0.000007,-0.000,-0.000003,0.000006,0.007638
3.1900,9.531538,9.531538,-0.131353,-0.028333,-0.564863,-32.364,-0.005840,0.014515,0.000000,-1.181633,-67.703,-0.021903,0.028748,-0.017545,-0.614974,-35.235,-0.018470,0.017288,0.000018,-0.000055,-0.003,0.000019,-0.000154,-0.000000,-0.000008,-0.000,-0.000003,0.000006,0.007639
3.2000,9.534480,9.534480,-0.132120,-0.028360,-0.564920,-32.368,-0.005695,0.014304,0.000000,-1.181849,-67.715,-0.021615,0.028361,-0.017752,-0.615157,-35.246,-0.018297,0.017070,0.000018,-0.000055,-0.003,0.000018,-0.000152,-0.000000,-0.000008,-0.000,-0.000003,0.000006,0.007634
3.2100,9.537431,9.537432,-0.132892,-0.028387,-0.564976,-32.371,-0.005552,0.014097,0.000000,-1.182062,-67.727,-0.021332,0.027980,-0.017962,-0.615338,-35.256,-0.018126,0.016855,0.000019,-0.000055,-0.003,0.000016,-0.000150,-0.000000,-0.000008,-0.000,-0.000002,0.000006,0.007623
3.2200,9.540392,9.540393,-0.133666,-0.028414,-0.565030,-32.374,-0.005411,0.013892,0.000000,-1.182273,-67.739,-0.021052,0.027603,-0.018173,-0.615518,-35.267,-0.017958,0.016643,0.000019,-0.000055,-0.003,0.000015,-0.000148,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007606
3.2300,9.543363,9.543363,-0.134444,-0.028440,-0.565082,-32.377,-0.005272,0.013690,0.000000,-1.182481,-67.751,-0.020776,0.027231,-0.018384,-0.615696,-35.277,-0.017792,0.016434,0.000019,-0.000054,-0.003,0.000013,-0.000147,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007583
3.2400,9.546343,9.546343,-0.135226,-0.028467,-0.565134,-32.380,-0.005135,0.013492,-0.000000,-1.182686,-67.763,-0.020503,0.026864,-0.018595,-0.615872,-35.287,-0.017627,0.016227,0.000019,-0.000054,-0.003,0.000012,-0.000145,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007555
3.2500,9.549333,9.549333,-0.136011,-0.028494,-0.565184,-32.383,-0.005000,0.013295,-0.000000,-1.182888,-67.774,-0.020235,0.026502,-0.018802,-0.616047,-35.297,-0.017465,0.016023,0.000019,-0.000054,-0.003,0.000010,-0.000143,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007522
3.2600,9.552332,9.552332,-0.136799,-0.028521,-0.565232,-32.385,-0.004867,0.013102,0.000000,-1.183088,-67.786,-0.019970,0.026144,-0.019007,-0.616220,-35.307,-0.017305,0.015822,0.000019,-0.000054,-0.003,0.000009,-0.000141,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007485
3.2700,9.555340,9.555341,-0.137591,-0.028547,-0.565280,-32.388,-0.004736,0.012911,0.000000,-1.183285,-67.797,-0.019708,0.025791,-0.019206,-0.616391,-35.317,-0.017146,0.015623,0.000019,-0.000054,-0.003,0.000007,-0.000140,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007445
3.2800,9.558359,9.558359,-0.138386,-0.028573,-0.565326,-32.391,-0.004607,0.012723,-0.000000,-1.183479,-67.808,-0.019450,0.025442,-0.019399,-0.616561,-35.326,-0.016990,0.015427,0.000019,-0.000054,-0.003,0.000006,-0.000138,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007401
3.2900,9.561387,9.561387,-0.139185,-0.028600,-0.565371,-32.393,-0.004480,0.012538,0.000000,-1.183671,-67.819,-0.019196,0.025098,-0.019585,-0.616730,-35.336,-0.016836,0.015233,0.000019,-0.000054,-0.003,0.000005,-0.000136,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007355
3.3000,9.564424,9.564424,-0.139986,-0.028626,-0.565414,-32.396,-0.004355,0.012355,-0.000000,-1.183861,-67.830,-0.018945,0.024759,-0.019762,-0.616896,-35.346,-0.016684,0.015042,0.000019,-0.000054,-0.003,0.000003,-0.000135,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007307
3.3100,9.567471,9.567471,-0.140792,-0.028652,-0.565457,-32.398,-0.004231,0.012175,0.000000,-1.184048,-67.841,-0.018698,0.024423,-0.019929,-0.617062,-35.355,-0.016533,0.014854,0.000019,-0.000054,-0.003,0.000002,-0.000133,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007258
3.3200,9.570527,9.570528,-0.141601,-0.028678,-0.565498,-32.401,-0.004109,0.011997,-0.000000,-1.184232,-67.852,-0.018453,0.024092,-0.020086,-0.617226,-35.364,-0.016385,0.014667,0.000019,-0.000054,-0.003,0.000000,-0.000131,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007208
3.3300,9.573593,9.573594,-0.142413,-0.028704,-0.565538,-32.403,-0.003989,0.011822,0.000000,-1.184414,-67.862,-0.018212,0.023766,-0.020231,-0.617388,-35.374,-0.016238,0.014484,0.000019,-0.000054,-0.003,-0.000001,-0.000130,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007158
3.3400,9.576669,9.576669,-0.143228,-0.028729,-0.565576,-32.405,-0.003871,0.011649,0.000000,-1.184594,-67.872,-0.017975,0.023443,-0.020364,-0.617549,-35.383,-0.016093,0.014302,0.000019,-0.000054,-0.003,-0.000002,-0.000128,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007109
3.3500,9.579754,9.579755,-0.144047,-0.028755,-0.565614,-32.407,-0.003755,0.011478,-0.000000,-1.184772,-67.882,-0.017740,0.023125,-0.020483,-0.617708,-35.392,-0.015950,0.014123,0.000019,-0.000054,-0.003,-0.000003,-0.000127,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007062
3.3600,9.582849,9.582849,-0.144869,-0.028781,-0.565650,-32.409,-0.003640,0.011310,0.000000,-1.184947,-67.892,-0.017509,0.022811,-0.020589,-0.617866,-35.401,-0.015809,0.013946,0.000019,-0.000054,-0.003,-0.000005,-0.000125,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.007016
3.3700,9.585954,9.585954,-0.145695,-0.028806,-0.565685,-32.411,-0.003527,0.011144,0.000000,-1.185120,-67.902,-0.017281,0.022501,-0.020680,-0.618023,-35.410,-0.015669,0.013772,0.000019,-0.000054,-0.003,-0.000006,-0.000123,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.006974
3.3800,9.589068,9.589068,-0.146524,-0.028832,-0.565720,-32.413,-0.003415,0.010980,-0.000000,-1.185290,-67.912,-0.017056,0.022194,-0.020756,-0.618179,-35.419,-0.015532,0.013600,0.000019,-0.000054,-0.003,-0.000007,-0.000122,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.006934
3.3900,9.592191,9.592191,-0.147356,-0.028858,-0.565753,-32.415,-0.003306,0.010819,-0.000000,-1.185458,-67.922,-0.016834,0.021892,-0.020817,-0.618332,-35.428,-0.015396,0.013429,0.000019,-0.000054,-0.003,-0.000008,-0.000120,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.006898
3.4000,9.595324,9.595325,-0.148192,-0.028884,-0.565785,-32.417,-0.003197,0.010660,-0.000000,-1.185625,-67.931,-0.016615,0.021594,-0.020862,-0.618485,-35.437,-0.015261,0.013262,0.000019,-0.000054,-0.003,-0.000010,-0.000119,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.006867
3.4100,9.598467,9.598467,-0.149031,-0.028909,-0.565816,-32.419,-0.003091,0.010503,-0.000000,-1.185789,-67.941,-0.016399,0.021299,-0.020892,-0.618636,-35.445,-0.015129,0.013096,0.000019,-0.000054,-0.003,-0.000011,-0.000117,-0.000000,-0.000008,-0.000,-0.000002,0.000005,0.006841
3.4200,9.601619,9.601620,-0.149873,-0.028935,-0.565845,-32.421,-0.002986,0.010348,-0.000000,-1.185950,-67.950,-0.016186,0.021009,-0.020906,-0.618786,-35.454,-0.014998,0.012932,0.000019,-0.000055,-0.003,-0.000012,-0.000116,-0.000000,-0.000008,-0.000,-0.000001,0.000005,0.006820
3.4300,9.604781,9.604782,-0.150719,-0.028961,-0.565874,-32.422,-0.002882,0.010195,-0.000000,-1.186110,-67.959,-0.015976,0.020722,-0.020905,-0.618935,-35.462,-0.014869,0.012771,0.000019,-0.000055,-0.003,-0.000013,-0.000114,-0.000000,-0.000008,-0.000,-0.000001,0.000005,0.006804
3.4400,9.607953,9.607953,-0.151569,-0.028987,-0.565902,-32.424,-0.002780,0.010044,-0.000000,-1.186268,-67.968,-0.015769,0.020439,-0.020889,-0.619082,-35.471,-0.014741,0.012611,0.000019,-0.000055,-0.003,-0.000014,-0.000113,-0.000000,-0.000008,-0.000,-0.000001,0.000005,0.006795
3.4500,9.611134,9.611134,-0.152421,-0.029014,-0.565929,-32.425,-0.002680,0.009895,-0.000000,-1.186423,-67.977,-0.015564,0.020159,-0.020858,-0.619229,-35.479,-0.014615,0.012454,0.000019,-0.000055,-0.003,-0.000015,-0.000112,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006792
3.4600,9.614325,9.614325,-0.153278,-0.029040,-0.565955,-32.427,-0.002581,0.009748,0.000000,-1.186577,-67.986,-0.015363,0.019883,-0.020812,-0.619373,-35.487,-0.014490,0.012299,0.000019,-0.000055,-0.003,-0.000016,-0.000110,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006796
3.4700,9.617525,9.617526,-0.154138,-0.029067,-0.565980,-32.428,-0.002483,0.009603,-0.000000,-1.186729,-67.995,-0.015164,0.019611,-0.020754,-0.619517,-35.496,-0.014367,0.012145,0.000019,-0.000055,-0.003,-0.000018,-0.000109,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006807
3.4800,9.620735,9.620736,-0.155001,-0.029094,-0.566003,-32.430,-0.002387,0.009460,0.000000,-1.186878,-68.003,-0.014968,0.019343,-0.020682,-0.619660,-35.504,-0.014246,0.011994,0.000019,-0.000055,-0.003,-0.000019,-0.000107,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006825
3.4900,9.623955,9.623955,-0.155868,-0.029121,-0.566026,-32.431,-0.002293,0.009318,-0.000000,-1.187026,-68.012,-0.014774,0.019077,-0.020599,-0.619801,-35.512,-0.014126,0.011844,0.000019,-0.000056,-0.003,-0.000020,-0.000106,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006850
3.5000,9.627184,9.627184,-0.156738,-0.029148,-0.566048,-32.432,-0.002200,0.009179,-0.000000,-1.187172,-68.020,-0.014584,0.018816,-0.020504,-0.619941,-35.520,-0.014007,0.011697,0.000019,-0.000056,-0.003,-0.000021,-0.000105,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006881
3.5100,9.630423,9.630423,-0.157612,-0.029176,-0.566069,-32.433,-0.002108,0.009041,-0.000000,-1.187316,-68.028,-0.014396,0.018557,-0.020400,-0.620080,-35.528,-0.013890,0.011551,0.000019,-0.000056,-0.003,-0.000022,-0.000103,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006920
3.5200,9.633672,9.633672,-0.158490,-0.029204,-0.566090,-32.435,-0.002017,0.008905,0.000000,-1.187458,-68.036,-0.014210,0.018302,-0.020286,-0.620218,-35.536,-0.013775,0.011407,0.000019,-0.000056,-0.003,-0.000023,-0.000102,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.006965
3.5300,9.636930,9.636930,-0.159372,-0.029232,-0.566109,-32.436,-0.001928,0.008770,-0.000000,-1.187598,-68.044,-0.014027,0.018051,-0.020165,-0.620354,-35.544,-0.013661,0.011265,0.000019,-0.000057,-0.003,-0.000024,-0.000101,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007017
3.5400,9.640198,9.640198,-0.160257,-0.029261,-0.566127,-32.437,-0.001841,0.008637,-0.000000,-1.187737,-68.052,-0.013846,0.017803,-0.020037,-0.620490,-35.551,-0.013548,0.011124,0.000020,-0.000057,-0.003,-0.000025,-0.000099,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007076
3.5500,9.643475,9.643475,-0.161145,-0.029289,-0.566145,-32.438,-0.001754,0.008506,0.000000,-1.187873,-68.060,-0.013668,0.017558,-0.019904,-0.620624,-35.559,-0.013437,0.010986,0.000020,-0.000057,-0.003,-0.000026,-0.000098,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007140
3.5600,9.646762,9.646762,-0.162038,-0.029318,-0.566161,-32.439,-0.001669,0.008377,-0.000000,-1.188008,-68.068,-0.013493,0.017316,-0.019766,-0.620757,-35.567,-0.013327,0.010849,0.000020,-0.000057,-0.003,-0.000027,-0.000097,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007210
3.5700,9.650059,9.650059,-0.162934,-0.029348,-0.566177,-32.440,-0.001585,0.008249,-0.000000,-1.188142,-68.076,-0.013320,0.017077,-0.019626,-0.620890,-35.574,-0.013219,0.010714,0.000020,-0.000058,-0.003,-0.000028,-0.000095,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007285
3.5800,9.653365,9.653365,-0.163835,-0.029377,-0.566192,-32.440,-0.001503,0.008123,0.000000,-1.188273,-68.083,-0.013149,0.016842,-0.019484,-0.621021,-35.582,-0.013111,0.010580,0.000020,-0.000058,-0.003,-0.000029,-0.000094,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007365
3.5900,9.656681,9.656682,-0.164739,-0.029407,-0.566207,-32.441,-0.001422,0.007998,-0.000000,-1.188403,-68.090,-0.012980,0.016609,-0.019342,-0.621151,-35.589,-0.013006,0.010449,0.000020,-0.000058,-0.003,-0.000030,-0.000093,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007448
3.6000,9.660007,9.660007,-0.165647,-0.029437,-0.566220,-32.442,-0.001342,0.007875,0.000000,-1.188531,-68.098,-0.012814,0.016380,-0.019202,-0.621280,-35.597,-0.012901,0.010319,0.000020,-0.000059,-0.003,-0.000031,-0.000092,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007536
3.6100,9.663342,9.663343,-0.166559,-0.029467,-0.566233,-32.443,-0.001263,0.007753,0.000000,-1.188658,-68.105,-0.012651,0.016153,-0.019063,-0.621408,-35.604,-0.012798,0.010190,0.000020,-0.000059,-0.003,-0.000032,-0.000090,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007626
3.6200,9.666687,9.666688,-0.167475,-0.029497,-0.566244,-32.443,-0.001186,0.007633,0.000000,-1.188782,-68.112,-0.012489,0.015930,-0.018928,-0.621535,-35.611,-0.012696,0.010063,0.000020,-0.000059,-0.003,-0.000032,-0.000089,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007719
3.6300,9.670042,9.670042,-0.168394,-0.029528,-0.566256,-32.444,-0.001109,0.007514,0.000000,-1.188906,-68.119,-0.012330,0.015709,-0.018798,-0.621661,-35.619,-0.012595,0.009938,0.000020,-0.000060,-0.003,-0.000033,-0.000088,-0.000000,-0.000008,-0.000,-0.000001,0.000004,0.007814
3.6400,9.673406,9.673407,-0.169318,-0.029558,-0.566266,-32.445,-0.001034,0.007396,0.000000,-1.189027,-68.126,-0.012173,0.015492,-0.018673,-0.621786,-35.626,-0.012496,0.009814,0.000020,-0.000060,-0.003,-0.000034,-0.000087,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.007909
3.6500,9.676780,9.676781,-0.170246,-0.029589,-0.566276,-32.445,-0.000960,0.007281,-0.000000,-1.189148,-68.133,-0.012018,0.015277,-0.018556,-0.621910,-35.633,-0.012398,0.009692,0.000020,-0.000060,-0.003,-0.000035,-0.000085,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008005
3.6600,9.680164,9.680164,-0.171179,-0.029619,-0.566284,-32.446,-0.000887,0.007166,0.000000,-1.189266,-68.140,-0.011865,0.015065,-0.018446,-0.622033,-35.640,-0.012301,0.009572,0.000020,-0.000061,-0.003,-0.000036,-0.000084,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008101
3.6700,9.683557,9.683558,-0.172115,-0.029650,-0.566293,-32.446,-0.000816,0.007053,-0.000000,-1.189383,-68.147,-0.011714,0.014855,-0.018344,-0.622155,-35.647,-0.012205,0.009453,0.000020,-0.000061,-0.003,-0.000037,-0.000083,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008196
3.6800,9.686960,9.686961,-0.173055,-0.029680,-0.566300,-32.447,-0.000745,0.006941,0.000000,-1.189499,-68.153,-0.011566,0.014648,-0.018252,-0.622276,-35.654,-0.012111,0.009335,0.000020,-0.000061,-0.004,-0.000038,-0.000082,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008289
3.6900,9.690373,9.690373,-0.174000,-0.029710,-0.566307,-32.447,-0.000676,0.006831,-0.000000,-1.189613,-68.160,-0.011419,0.014444,-0.018170,-0.622396,-35.661,-0.012017,0.009219,0.000020,-0.000062,-0.004,-0.000038,-0.000081,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008379
3.7000,9.693796,9.693796,-0.174949,-0.029740,-0.566313,-32.447,-0.000607,0.006722,-0.000000,-1.189726,-68.166,-0.011275,0.014243,-0.018098,-0.622515,-35.667,-0.011925,0.009104,0.000020,-0.000062,-0.004,-0.000039,-0.000079,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008467
3.7100,9.697228,9.697228,-0.175902,-0.029770,-0.566318,-32.448,-0.000540,0.006615,0.000000,-1.189837,-68.173,-0.011132,0.014044,-0.018038,-0.622633,-35.674,-0.011834,0.008991,0.000020,-0.000062,-0.004,-0.000040,-0.000078,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008551
3.7200,9.700670,9.700670,-0.176859,-0.029800,-0.566323,-32.448,-0.000474,0.006509,-0.000000,-1.189947,-68.179,-0.010992,0.013848,-0.017988,-0.622751,-35.681,-0.011744,0.008879,0.000020,-0.000063,-0.004,-0.000041,-0.000077,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008631
3.7300,9.704121,9.704121,-0.177820,-0.029829,-0.566327,-32.448,-0.000409,0.006404,0.000000,-1.190056,-68.185,-0.010853,0.013654,-0.017950,-0.622867,-35.688,-0.011655,0.008769,0.000020,-0.000063,-0.004,-0.000042,-0.000076,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008706
3.7400,9.707582,9.707583,-0.178786,-0.029858,-0.566331,-32.448,-0.000345,0.006301,0.000000,-1.190163,-68.191,-0.010717,0.013462,-0.017922,-0.622983,-35.694,-0.011568,0.008660,0.000020,-0.000064,-0.004,-0.000042,-0.000075,-0.000000,-0.000008,-0.000,-0.000000,0.000005,0.008776
3.7500,9.711053,9.711054,-0.179756,-0.029886,-0.566333,-32.449,-0.000282,0.006198,0.000000,-1.190269,-68.197,-0.010582,0.013273,-0.017907,-0.623098,-35.701,-0.011481,0.008552,0.000020,-0.000064,-0.004,-0.000043,-0.000074,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.008840
3.7600,9.714534,9.714534,-0.180730,-0.029914,-0.566336,-32.449,-0.000220,0.006098,-0.000000,-1.190373,-68.203,-0.010450,0.013086,-0.017902,-0.623212,-35.707,-0.011396,0.008446,0.000019,-0.000065,-0.004,-0.000044,-0.000072,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.008898
3.7700,9.718024,9.718025,-0.181709,-0.029941,-0.566337,-32.449,-0.000159,0.005999,0.000000,-1.190477,-68.209,-0.010319,0.012902,-0.017907,-0.623325,-35.714,-0.011311,0.008341,0.000019,-0.000065,-0.004,-0.000045,-0.000071,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.008950
3.7800,9.721524,9.721525,-0.182692,-0.029968,-0.566338,-32.449,-0.000099,0.005901,0.000000,-1.190578,-68.215,-0.010190,0.012719,-0.017923,-0.623437,-35.720,-0.011228,0.008238,0.000019,-0.000066,-0.004,-0.000045,-0.000070,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.008995
3.7900,9.725034,9.725034,-0.183679,-0.029994,-0.566339,-32.449,-0.000040,0.005804,0.000000,-1.190679,-68.221,-0.010063,0.012539,-0.017948,-0.623549,-35.727,-0.011145,0.008135,0.000019,-0.000066,-0.004,-0.000046,-0.000069,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009033
3.8000,9.728554,9.728554,-0.184671,-0.030019,-0.566338,-32.449,0.000018,0.005709,-0.000000,-1.190778,-68.227,-0.009937,0.012361,-0.017981,-0.623659,-35.733,-0.011064,0.008035,0.000019,-0.000066,-0.004,-0.000047,-0.000068,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009065
3.8100,9.732083,9.732083,-0.185667,-0.030043,-0.566338,-32.449,0.000075,0.005615,0.000000,-1.190877,-68.232,-0.009814,0.012185,-0.018023,-0.623769,-35.739,-0.010984,0.007935,0.000019,-0.000067,-0.004,-0.000047,-0.000067,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009089
3.8200,9.735622,9.735622,-0.186667,-0.030067,-0.566336,-32.449,0.000131,0.005522,0.000000,-1.190973,-68.238,-0.009692,0.012012,-0.018071,-0.623878,-35.746,-0.010904,0.007837,0.000019,-0.000067,-0.004,-0.000048,-0.000066,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009106
3.8300,9.739171,9.739171,-0.187672,-0.030089,-0.566334,-32.449,0.000187,0.005431,0.000000,-1.191069,-68.243,-0.009572,0.011840,-0.018125,-0.623987,-35.752,-0.010826,0.007740,0.000019,-0.000068,-0.004,-0.000049,-0.000064,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009115
3.8400,9.742729,9.742729,-0.188681,-0.030111,-0.566332,-32.448,0.000241,0.005341,-0.000000,-1.191164,-68.249,-0.009453,0.011670,-0.018184,-0.624094,-35.758,-0.010749,0.007644,0.000018,-0.000068,-0.004,-0.000049,-0.000063,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009118
